11832,1,,8,train,24722496,24722496,0
20217,1,,14,train,24722496,24722496,0
57926,1,,38,train,24722496,24722496,0
45271,1,,90,train,24722496,24722496,1115613800
67160,1,,298,train,24722496,24722496,3904648300
33399,1,,26,train,24722496,24722496,0
47918,1,,28,train,24722496,24722496,0
45876,1,,8,train,24722496,24722496,0
78219,1,,72,train,24722496,24722496,557806900
9963,1,,10,train,24722496,24722496,0
16531,1,,14,train,24722496,24722496,0
31396,1,,14,train,24722496,24722496,0
36037,1,,8,train,24722496,24722496,0
65304,1,,214,train,24722496,24722496,2789034500
16986,1,,6,train,24722496,24722496,0
23170,1,,138,train,24722496,24722496,1673420700
30446,1,,48,train,24722496,24722496,557806900
59522,1,,16,train,24722496,24722496,0
74973,1,,24,train,24722496,24722496,0
45770,1,,12,train,24722496,24722496,0
63981,2,,48,train,24722496,24722496,557806900
69127,2,,20,train,24722496,24722496,0
57926,2,,38,train,24722496,24722496,0
58213,2,,6,train,24722496,24722496,0
74973,2,,24,train,24722496,24722496,0
72108,2,,12,train,24722496,24722496,0
63609,2,,30,train,24722496,24722496,0
45770,2,,12,train,24722496,24722496,0
49810,2,,16,train,24722496,24722496,0
42811,2,,30,train,24722496,24722496,0
44747,2,,112,train,24722496,24722496,1115613800
34886,2,,14,train,24722496,24722496,0
67920,2,,6,train,24722496,24722496,0
31834,2,,162,train,24722496,24722496,2231227600
9963,2,,10,train,24722496,24722496,0
54374,2,,28,train,24722496,24722496,0
18349,2,,20,train,24722496,24722496,0
11832,2,,8,train,24722496,24722496,0
40371,2,,8,train,24722496,24722496,0
68492,2,,8,train,24722496,24722496,0
11832,1,,8,train,24722496,24722496,0
20217,1,,14,train,24722496,24722496,0
57926,1,,38,train,24722496,24722496,0
45271,1,,90,train,24722496,24722496,1115613800
67160,1,,298,train,24722496,24722496,3904648300
33399,1,,26,train,24722496,24722496,0
47918,1,,28,train,24722496,24722496,0
45876,1,,8,train,24722496,24722496,0
78219,1,,72,train,24722496,24722496,557806900
9963,1,,10,train,24722496,24722496,0
16531,1,,14,train,24722496,24722496,0
31396,1,,14,train,24722496,24722496,0
36037,1,,8,train,24722496,24722496,0
65304,1,,214,train,24722496,24722496,2789034500
16986,1,,6,train,24722496,24722496,0
23170,1,,138,train,24722496,24722496,1673420700
30446,1,,48,train,24722496,24722496,557806900
59522,1,,16,train,24722496,24722496,0
74973,1,,24,train,24722496,24722496,0
45770,1,,12,train,24722496,24722496,0
63981,2,,48,train,24722496,24722496,557806900
69127,2,,20,train,24722496,24722496,0
57926,2,,38,train,24722496,24722496,0
58213,2,,6,train,24722496,24722496,0
74973,2,,24,train,24722496,24722496,0
72108,2,,12,train,24722496,24722496,0
63609,2,,30,train,24722496,24722496,0
45770,2,,12,train,24722496,24722496,0
49810,2,,16,train,24722496,24722496,0
42811,2,,30,train,24722496,24722496,0
44747,2,,112,train,24722496,24722496,1115613800
34886,2,,14,train,24722496,24722496,0
67920,2,,6,train,24722496,24722496,0
31834,2,,162,train,24722496,24722496,2231227600
9963,2,,10,train,24722496,24722496,0
54374,2,,28,train,24722496,24722496,0
18349,2,,20,train,24722496,24722496,0
11832,2,,8,train,24722496,24722496,0
40371,2,,8,train,24722496,24722496,0
68492,2,,8,train,24722496,24722496,0
54374,3,,28,train,24722496,24722496,0
728,3,,92,train,24722496,24722496,1115613800
78760,3,,14,train,24722496,24722496,0
78219,3,,72,train,24722496,24722496,557806900
41480,3,,10,train,24722496,24722496,0
81372,3,,10,train,24722496,24722496,0
65304,3,,214,train,24722496,24722496,2789034500
22891,3,,24,train,24722496,24722496,0
72245,3,,256,train,24722496,24722496,3346841400
10902,3,,6,train,24722496,24722496,0
12028,3,,68,train,24722496,24722496,557806900
22553,3,,30,train,24722496,24722496,0
2957,3,,138,train,24722496,24722496,1673420700
8692,3,,6,train,24722496,24722496,0
31396,3,,14,train,24722496,24722496,0
32325,3,,12,train,24722496,24722496,0
1999,3,,8,train,24722496,24722496,0
30446,3,,48,train,24722496,24722496,557806900
34886,3,,14,train,24722496,24722496,0
31892,3,,30,train,24722496,24722496,0
11832,1,,8,train,24722496,24722496,0
20217,1,,14,train,24722496,24722496,0
57926,1,,38,train,24722496,24722496,0
45271,1,,90,train,24722496,24722496,1115613800
67160,1,,298,train,24722496,24722496,3904648300
33399,1,,26,train,24722496,24722496,0
47918,1,,28,train,24722496,24722496,0
45876,1,,8,train,24722496,24722496,0
78219,1,,72,train,24722496,24722496,557806900
9963,1,,10,train,24722496,24722496,0
16531,1,,14,train,24722496,24722496,0
31396,1,,14,train,24722496,24722496,0
36037,1,,8,train,24722496,24722496,0
65304,1,,214,train,24722496,24722496,2789034500
16986,1,,6,train,24722496,24722496,0
23170,1,,138,train,24722496,24722496,1673420700
30446,1,,48,train,24722496,24722496,557806900
59522,1,,16,train,24722496,24722496,0
74973,1,,24,train,24722496,24722496,0
45770,1,,12,train,24722496,24722496,0
11832,1,,8,train,24722496,24722496,0
20217,1,,14,train,24722496,24722496,0
57926,1,,38,train,24722496,24722496,0
45271,1,,90,train,24722496,24722496,1115613800
67160,1,,298,train,24722496,24722496,3904648300
33399,1,,26,train,24722496,24722496,0
47918,1,,28,train,24722496,24722496,0
45876,1,,8,train,24722496,24722496,0
78219,1,,72,train,24722496,24722496,557806900
9963,1,,10,train,24722496,24722496,0
16531,1,,14,train,24722496,24722496,0
31396,1,,14,train,24722496,24722496,0
36037,1,,8,train,24722496,24722496,0
65304,1,,214,train,24722496,24722496,2789034500
16986,1,,6,train,24722496,24722496,0
23170,1,,138,train,24722496,24722496,1673420700
30446,1,,48,train,24722496,24722496,557806900
59522,1,,16,train,24722496,24722496,0
74973,1,,24,train,24722496,24722496,0
45770,1,,12,train,24722496,24722496,0
63981,2,,48,train,24722496,24722496,557806900
69127,2,,20,train,24722496,24722496,0
57926,2,,38,train,24722496,24722496,0
58213,2,,6,train,24722496,24722496,0
74973,2,,24,train,24722496,24722496,0
72108,2,,12,train,24722496,24722496,0
63609,2,,30,train,24722496,24722496,0
45770,2,,12,train,24722496,24722496,0
49810,2,,16,train,24722496,24722496,0
42811,2,,30,train,24722496,24722496,0
44747,2,,112,train,24722496,24722496,1115613800
34886,2,,14,train,24722496,24722496,0
67920,2,,6,train,24722496,24722496,0
31834,2,,162,train,24722496,24722496,2231227600
9963,2,,10,train,24722496,24722496,0
54374,2,,28,train,24722496,24722496,0
18349,2,,20,train,24722496,24722496,0
11832,2,,8,train,24722496,24722496,0
40371,2,,8,train,24722496,24722496,0
68492,2,,8,train,24722496,24722496,0
54374,3,,28,train,24722496,24722496,0
728,3,,92,train,24722496,24722496,1115613800
78760,3,,14,train,24722496,24722496,0
78219,3,,72,train,24722496,24722496,557806900
41480,3,,10,train,24722496,24722496,0
81372,3,,10,train,24722496,24722496,0
65304,3,,214,train,24722496,24722496,2789034500
22891,3,,24,train,24722496,24722496,0
72245,3,,256,train,24722496,24722496,3346841400
10902,3,,6,train,24722496,24722496,0
12028,3,,68,train,24722496,24722496,557806900
22553,3,,30,train,24722496,24722496,0
2957,3,,138,train,24722496,24722496,1673420700
8692,3,,6,train,24722496,24722496,0
31396,3,,14,train,24722496,24722496,0
32325,3,,12,train,24722496,24722496,0
1999,3,,8,train,24722496,24722496,0
30446,3,,48,train,24722496,24722496,557806900
34886,3,,14,train,24722496,24722496,0
31892,3,,30,train,24722496,24722496,0
69073,4,,6,train,24722496,24722496,0
72679,4,,132,train,24722496,24722496,1673420700
17901,4,,10,train,24722496,24722496,0
70497,4,,60,train,24722496,24722496,557806900
40371,4,,8,train,24722496,24722496,0
80453,4,,134,train,24722496,24722496,1673420700
8788,4,,12,train,24722496,24722496,0
55702,4,,18,train,24722496,24722496,0
70611,4,,16,train,24722496,24722496,0
16214,4,,42,train,24722496,24722496,557806900
58213,4,,6,train,24722496,24722496,0
31396,4,,14,train,24722496,24722496,0
8692,4,,6,train,24722496,24722496,0
20217,4,,14,train,24722496,24722496,0
16986,4,,6,train,24722496,24722496,0
37081,4,,6,train,24722496,24722496,0
12067,4,,12,train,24722496,24722496,0
69127,4,,20,train,24722496,24722496,0
24438,4,,8,train,24722496,24722496,0
42811,4,,30,train,24722496,24722496,0
74973,5,,24,train,24722496,24722496,0
8551,5,,14,train,24722496,24722496,0
22891,5,,24,train,24722496,24722496,0
42811,5,,30,train,24722496,24722496,0
31892,5,,30,train,24722496,24722496,0
72679,5,,132,train,24722496,24722496,1673420700
